stock_code,1D,1W,1M,3M,6M,1Y,2Y
000080,,1.494682707103489,1.511764238950173,1.453109623000002,1.6704626104818365,1.0960495147902123,0.8055338672620226
000100,,1.2772187206060028,1.233232997088281,0.5062681226742248,0.5240490853203852,0.4806994123857533,0.3412385650391058
000120,,-0.9772658104972206,-0.32338106763660035,-0.3888936432794888,-0.18042061702471354,-0.14771433575716883,-0.14999703965124644
000150,,1.1522575149475296,2.0358538227406675,2.372954891852752,1.9325257980997177,1.904208466653279,1.676157905459676
000210,,-0.6543917883326595,0.34017255666980317,0.18336233782248784,0.28125061897973835,0.06443593959076656,-0.013523276430436059
000240,,-1.1679130490221221,0.5849688382409235,0.4185910414156371,0.11611965176004621,0.18131672404666285,0.10803008935223676
000250,,-0.0799464407834622,-0.48151328609553423,-0.6759161824552424,-0.4658877038724314,-0.2814384883902486,-0.2287936488742558
000270,,-1.6023678566826691,-2.335578044036423,-3.0170529940486586,-2.285281506943083,-2.325159536153508,-2.353900555826904
000660,,-1.4293960717509477,-0.796443280074636,-0.09623982744390923,-0.2289873391141475,-0.30781515142930016,-0.30401704357949993
000670,,1.3123096132852203,1.8090658388265668,0.7690446726093025,0.674118867228808,0.6694447934926389,0.39721762980157654
000720,,-0.48502197640892136,0.006730655945198852,0.20165796427635144,0.45496857045390954,0.32173871455467273,0.5753172598041068
000810,,0.8461705487670768,1.85387792955544,1.796791326414961,2.4030457102606397,2.3442525032586636,2.4452959213095093
000880,,0.769939573269319,1.1929050005310442,1.9079981998696633,2.1367935325222835,1.9773471392532276,1.9935322939197089
001040,,-0.03078187158241608,0.7386856417300137,0.6522149952089713,0.7019936807439556,0.8190906323127871,0.8529712606384092
001430,,-1.6866025556124407,-0.11008649101268221,-0.267471658262205,-0.47540379965085555,-0.6453532443936161,-0.6333796198674357
001440,,1.7402543076657102,2.498722338639688,2.384950614024404,2.7003160461067846,3.392068032388192,3.3626697102832814
